"gene_accession_id","gene_symbol","mouse_strain","mouse_life_stage","parameter_id","pvalue","parameter_name","analysis_id"
"MGI:3648212","Klhdc7b","C57BL","Late adult","IMPC_GEL_063_001","0.06039172","Delayed embryonic development","mni35z9b79m0s55"
"MGI:1914109","Slc16a9","C57BL","Early adult","HRWLLA_HEM_030_001","0.4896885","Neutrophil cell count","mnn037zpkhnl4v4"
"MGI:2444308","Atg4d","C57BL","Early adult","ESLIM_013_001_005","0.9270851","Left retina structure","mns52il39n0h0p6"
"MGI:1098801","Otud4","C57BL","Early adult","HRWLLA_CBC_011_001","0.187649","Iron","mntst7787519517"
"MGI:99878","Ppm1a","C57BL","Early adult","ESLIM_013_001_003","0.6118897","Left retina","mo1eyy8fmx7r6b6"
"MGI:1099431","Sptlc1","C57BL","Early adult","IMPC_XRY_018_001","0.3767388","Shape of vertebrae","mo1k08bl8n0pkid"
"MGI:107576","Sipa1","C57BL","Early adult","JAX_OFD_020_001","0.8721713","Distance travelled - total","mo382l611o1uk2f"
"MGI:1914109","Slc16a9","C57BL","Early adult","IMPC_HEM_033_001","0.6390476","Monocyte differential count","moge9jw4bc4ts83"
"MGI:1196295","Ptpn20","C57BL","Early adult","IMPC_CBC_010_001","0.3243356","Phosphorus","moyf1l14t1e10qo"
"MGI:1917036","Tprkb","C57BL","E9.5","HRWLLA_HEM_035_001","0.6628971","Eosinophil differential count","mp61zl8fu9694j9"
"MGI:1915476","Efcab2","C57BL","Early adult","ESLIM_015_001_015","0.9353539","Alkaline phosphatase","mp8sj54at7p7uh0"
"MGI:109552","Il4i1","C57BL","Early adult","M-G-P_025_001_014","0.416734","Alanine aminotransferase","mpjq5x4o7z8v6b6"
"MGI:1914281","Upf3a","C57BL","Early adult","IMPC_DXA_010_001","0.5552585","Bone Area","mpo238wq4kn798y"
"MGI:1353578","Pttg1","C57BL","Early adult","IMPC_CSD_080_001","0.08502563","Head bobbing","mpp28f7765bd0h1"
"MGI:1929691","Slc15a3","C57BL","Early adult","IMPC_EYE_092_001","0.934654","Retina (combined)","mpwd10em86jq85m"
"MGI:894284","Rab12","C57BL","Early adult","IMPC_HEM_005_001","0.9371937","Mean cell volume","mpz34396060s0uy"
"MGI:1914281","Upf3a","C57BL","Early adult","IMPC_EYE_063_001","0.622375","Right inner nuclear layer","mq03dd471s5um0z"
"MGI:1923012","Aftph","C57BL","Early adult","TCP_CHL_056_001","0.6047164","baseline Tidal volume","mq34545vk91w845"
"MGI:1201374","Anxa8","C57BL","Early adult","IMPC_CBC_007_001","0.2995294","Albumin","mq3ro8580dbl3kl"
"MGI:99502","Ltbp2","C57BL","Early adult","IMPC_CBC_007_001","0.2414069","Albumin","mq5j09z255u64tz"
"MGI:102849","Klkb1","C57BL","Early adult","JAX_OFD_007_001","0.7327463","Whole arena resting time","mq7u72m1o293092"
"MGI:3644593","Klhl33","C57BL","Early adult","HRWLLA_CSD_030_001","0.5675406","Tremor","mq7xx1w1ixgo4m6"
"MGI:88587","Cyp19a1","C52BL","Late adult","ESLIM_011_001_001","0.5275689","BN startle magnitude","mqavzld99eq3mra"
"MGI:1914243","Smarcd3","C57BL","E12.5","IMPC_DXA_004_001","0.2925179","Bone Mineral Density (excluding skull)","mqqe98b353ix707"
"MGI:1914281","Upf3a","C57BL","Early adult","IMPC_XRY_018_001","0.7190235","Shape of vertebrae","mqtbj14i025vg29"
"MGI:1917036","Tprkb","C57BL","Early adult","GMC_905_001_007","0.8540685","Mean corpuscular hemoglobin","mr18zg822518429"
"MGI:2444233","Ythdf2","C57BL","Early adult","IMPC_CSD_033_001","0.7558127","Gait","mr4ya4ua963qbmx"
"MGI:2143539","Gls2","C57BL","Middle aged adult","GMC_906_001_016","0.803379","Alpha-amylase","mr6ejri795398l7"
"MGI:1341868","Rfc2","C57BL","Early adult","MGP_CSD_027_001","0.09891877","Ventral coat/hair colour pattern","mr96349c341li58"
"MGI:1196295","Ptpn20","C57BL","Early adult","IMPC_HEM_039_001","0.7499431","Large Unstained Cell (LUC) count","mrd76u50zl9p852"
"MGI:1336186","Agpat3","C57BL","Early adult","IMPC_OFD_012_001","0.3878717","Periphery permanence time","mrfp5i4o23vh59o"
"MGI:97525","Pde6b","C57BL","Early adult","JAXLA_GRS_009_001","0.09149078","Forelimb and hindlimb grip strength measurement mean","mrnc05axq034z14"
"MGI:1915926","Dusp22","C57BL","Early adult","IMPC_OFD_050_001","0.4279252","Percentage center movement time","mrox86qg79b712g"
"MGI:99502","Ltbp2","C57BL","Early adult","IMPC_EYE_017_001","0.5144734","Lens Opacity","mrtg99jso85sf1v"
"MGI:1349438","Mprip","C57BL","E15.5","JAX_OFD_007_001","0.2036405","Whole arena resting time","mrw8j6a2k9n6225"
"MGI:1099431","Sptlc1","C57BL","Late adult","IMPC_HEM_034_001","0.5563512","Monocyte cell count","mrz5fi3uvm892y8"
"MGI:2146468","Urb1","C57BL","Late adult","IMPC_GRS_008_001","0.4692868","Forelimb grip strength measurement mean","ms212x074uyv67k"
"MGI:1915349","Cibar1","C57BL","Early adult","IMPC_CBC_009_001","0.6861561","Calcium","ms3899jgj31zgot"
"MGI:1918319","Stox2","C57BL","E18.5","IMPC_GEO_043_002","0.9914751","spina bifida","ms4dooyc425xxv7"
"MGI:2181434","Phc3","C57BL","Early adult","IMPC_CSD_039_001","0.1542952","Limb grasp","ms54k00e5vh3v53"
"MGI:3624119","Clec4a4","C57BL","Early adult","IMPC_CSD_007_001","0.6727195","Coat - color - abdomen","ms6366jgwwl20zl"
"MGI:1917036","Tprkb","C57BL","E9.5","IMPC_CBC_001_001","0.9411932","Sodium","ms639s2g6f7051v"
"MGI:3648212","Klhdc7b","C57BL","Late adult","IMPC_CBC_013_001","0.4797501","Alanine aminotransferase","msf250lj56zqio8"
"MGI:1925836","Srbd1","C57BL","E9.5","IMPC_XRY_055_001","0.3814867","Shape of spine","msouu9g3gy17tr0"
"MGI:3652053","Gm13889","C57BL","Early adult","IMPC_GRS_008_001","0.8070039","Forelimb grip strength measurement mean","msv2k3i9c25p895"
"IMPC_ABR_006_001","early adult","Lzts1","0.7363833","12kHz-evoked ABR Threshold","MGI:2684762","msyw934aar14v3j","C57BL"
"MGI:2685335","Mctp2","C57BL","Early adult","IMPC_CBC_016_001","0.8680224","HDL-cholesterol","mt2x47a07spa442"
"MGI:2682314","Zc3h4","C57BL","E15.5","HRWLLA_HEM_030_001","0.7178747","Neutrophil cell count","mt5o511d4wc53w2"
"MGI:1917565","Hdac8","C57BL","Early adult","CCP_XRY_065_001","0.9449786","Lumbar processes","mt848q2zf7tl69f"
"MGI:1101781","Elf3","C57BL","Early adult","JAX_LDT_003_001","0.4753466","Time mobile light side","mt969027i781fjp"
"MGI:2684762","Lzts1","C57BL","Early adult","JAX_OFD_020_001","0.8406616","Distance travelled - total","mtco3d182zpu936"
"MGI:2685047","Hmcn1","C57BL","Early adult","IMPC_ACS_037_001","0.8464837","% Pre-pulse inhibition - Global","mte40u1279jyo78"
"MGI:2655333","Grhl3","C57BL","Early adult","IMPC_CSD_039_001","0.1072456","Limb grasp","mtj4g5982vu5m98"
"MGI:1920723","Iws1","C57BL","Early adult","IMPC_DXA_007_001","0.2368013","BMC/Body weight","mtrf1b48078560p"
"MGI:1351869","Pdxk","C57BL","Early adult","TCP_CHL_058_001","0.2437592","12.5 Mch Tidal volume","mtvq4b3032r728c"
"MGI:2445173","Ppig","C57BL","Early adult","IMPC_CBC_020_001","0.06346041","Fructosamine","mty0cf17uk73p4b"
"MGI:107634","Larp7","C57BL","Early adult","IMPC_CBC_009_001","0.8101654","Calcium","mtyl89w94223f1x"
"E12.5","Mprip","IMPC_OFD_020_001","0.5562728","C57BL","MGI:1349438","Distance travelled - total","mu292ypzt4b13cj"
"MGI:2138828","Eps8l2","C57BL","Early adult","HRWLLA_CSD_036_001","0.8216922","Startle response","mu37chta20olo71"
"MGI:1101781","Elf3","C57BL","Early adult","HRWLLA_HEM_035_001","0.7542025","Eosinophil differential count","mu5o2ck0453lda6"
"MGI:96958","Golga3","C57BL","Early adult","IMPC_OFD_018_001","0.8693965","Latency to center entry","mug022am30oz10j"
"MGI:2389177","Lrrtm3","C57BL","Early adult","HRWLLA_HEM_036_001","0.4967194","Eosinophil cell count","mun0j30mgn0nx19"
"MGI:99502","Ltbp2","C57BL","Early adult","IMPC_ACS_035_001","0.401427","% Pre-pulse inhibition - PPI3","mur27w1g85hzs22"
"MGI:1913687","Fis1","C57BL","Early adult","MGP_PBI_016_001","0.8628886","Monocyte percentage","mv16rctd886du3q"
"MGI:1349438","Mprip","C57BL","E9.5","IMPC_XRY_012_001","0.7506734","Pelvis","mv6i2g29be7h1xg"
"MGI:1922875","Mageh1","C57BL","Early adult","JAX_LDT_003_001","0.7159771","Time mobile light side","mv8851377d175q1"
"MGI:2685047","Hmcn1","C57BL","Early adult","M-G-P_005_001_004","0.2615623","Bone Mineral Density (excluding skull)","mv98569k3k0r3qv"
"MGI:2444354","Arid4a","129SV","Early adult","HRWLLA_CBC_011_001","0.4332335","Iron","mvk84ki35ln7or7"
"MGI:1932115","Papolb","C57BL","Early adult","IMPC_CBC_016_001","0.9928003","HDL-cholesterol","mvnv5saaf5ng0u0"
"MGI:2444233","Ythdf2","C57BL","Early adult","TCP_CHL_078_001","0.153342","12.5 Mch Expiratory time","mvo6ht1x3v53u5a"
"MGI:2685047","Hmcn1","C57BL","Early adult","IMPC_CBC_007_001","0.1224124","Albumin","mw2u0vf97651378"
"MGI:1914243","Smarcd3","C57BL","E18.5","IMPC_EYE_092_002","0.7805352","Retina (combined)","mw5zq1uolazdh6o"
"MGI:97525","Pde6b","C3H","Early adult","HRWLLA_OFD_007_001","0.1459237","Whole arena resting time","mw9qm4wa1i8131m"
"MGI:2684762","Lzts1","C57BL","Early adult","HRWLLA_OFD_009_001","0.7652649","Whole arena average speed","mwauss3mtnv2013"
"MGI:2441932","Prepl","C57BL","Early adult","IMPC_IPG_010_001","0.5264722","Fasted blood glucose concentration","mwbd1554k888hlh"
"MGI:3644593","Klhl33","C50BL","Early adult","IMPC_CBC_020_001","0.4975892","Fructosamine","mwmbe0jg5981l54"
"MGI:2143539","Gls2","C57BL","Early adult","IMPC_CBC_001_001","0.5369975","Sodium","mx3383g31qd3521"
"MGI:1101781","Elf3","C57BL","Early adult","IMPC_OFD_007_001","0.1682487","Whole arena resting time","mx33i93727tr9s8"
"MGI:2682314","Zc3h4","C57BL","E9.5","IMPC_HEM_031_001","0.6804731","Lymphocyte differential count","mx344016w6j6007"
"MGI:1925836","Srbd1","C57BL","Late adult","IMPC_ACS_034_001","0.7759587","% Pre-pulse inhibition - PPI2","mx3m6c5ir3o5l8k"
"MGI:1336186","Agpat3","129SV","Early adult","IMPC_XRY_057_001","0.3222932","Kyphosis","mx5oy0oatu3d37u"
"MGI:1917036","Tprkb","C57BL","Early adult","IMPC_EYE_083_001","0.7460975","Vitreous","mx6e8w5s43i4p8r"
"MGI:2444611","Ipo8","C57BL","Early adult","JAX_OFD_009_001","0.252812","Whole arena average speed","mx9ond61o00976e"
"MGI:1915349","Cibar1","C57BL","Early adult","MGP_CSD_068_001","0.8894349","Vibrissae","mxd2ifqej74111l"
"MGI:2138828","Eps8l2","C57BL","Early adult","MGP_PBI_016_001","0.1554632","Monocyte percentage","mxo4lu745su71d6"
"MGI:107162","Ppp3cc","C57BL","Early adult","ESLIM_015_001_018","0.7976998","Triglyceride","mxr6q4h06p2014e"
"MGI:1099431","Sptlc1","C57BL","E9.5","ESLIM_015_001_015","0.3758316","Alkaline phosphatase","mxv9xb57s8am7fi"
"MGI:1277143","Gtf2h3","C57BL","Early adult","IMPC_DXA_009_001","0.9954182","Fat/Body weight","mxvcc87v82pjav7"
"MGI:1196295","Ptpn20","C57BL","Early adult","IMPC_OFD_010_001","0.1022811","Periphery distance travelled","mxxn0i5n5d4v9od"
"MGI:1914243","Smarcd3","C57BL","Early adult","IMPC_HEM_005_001","0.739688","Mean cell volume","my2d4t0975050ie"
"MGI:2444354","Arid4a","129SV","Early adult","IMPC_GRS_008_001","0.4023194","Forelimb grip strength measurement mean","my6910k0359965d"
"MGI:107536","Lgals4","C57BL","Early adult","MGP_CSD_026_001","0.7109713","Ventral coat/hair colour","my6l4i254u7nk0i"
"MGI:1349438","Mprip","C57BL","E15.5","IMPC_CBC_004_001","0.2012734","Urea (Blood Urea Nitrogen - BUN)","mye5ow8250rt56l"
"MGI:2441932","Prepl","C57BL","Early adult","IMPC_DXA_002_001","0.781469","Fat mass","mynz75cst36ui91"
"MGI:1098801","Otud4","C57BL","Early adult","IMPC_HEM_037_001","0.07932068","Basophil cell count","mypn6i6tgfh10kj"
"MGI:1918252","Mex3b","C57BL","Early adult","HRWLLA_OFD_019_001","0.6975533","Number of center entries","mz1yqinapl0d30f"
"MGI:2682314","Zc3h4","C57BL","E15.5","IMPC_CBC_015_001","0.1456206","Total cholesterol","mz2tx32hjfr5g87"
"MGI:1914815","Gramd2b","C57BL","Late adult","HRWLLA_CSD_029_001","0.7659386","Activity (body position)","mz5l1u0617di375"
"MGI:2685830","Nsl1","C57BL","Early adult","IMPC_CBC_005_001","0.4740229","Creatinine","mz97xr7gf7rsi97"
"MGI:1099431","Sptlc1","C57BL","E9.5","HRWLLA_OFD_011_001","0.4213798","Periphery resting time","mz99la32j35k08c"
"MGI:1914243","Smarcd3","C57BL","Early adult","HRWLLA_CSD_030_001","0.891715","Tremor","mz9s442is353596"
"MGI:1920723","Iws1","C57BL","E12.5","IMPC_EYE_017_001","0.339909","Lens Opacity","mz9yll54w7110as"
"MGI:1914815","Gramd2b","C57BL","Middle aged adult","IMPC_HEM_019_001","0.4911199","Mean platelet volume","mzg4uw2m1zsfc55"
"MGI:2389177","Lrrtm3","C57BL","Early adult","MGP_IMM_067_001","0.5324284","CD11b-low cDC - % of cDC","mzmhi3d71n8isrz"
"MGI:1344333","Mid2","C57BL","Early adult","IMPC_OFD_012_001","0.2123276","Periphery permanence time","n004z348461f881"
"MGI:2445173","Ppig","C57BL","Early adult","JAXLA_CSD_005_001","0.9831821","Coat - color - back","n00x72089j0h498"
"MGI:98446","Med22","C57BL","Early adult","M-G-P_005_001_004","0.3071337","Bone Mineral Density (excluding skull)","n0210701g0m442r"
"MGI:1344333","Mid2","C57BL",NA,"IMPC_OFD_021_001","0.1264345","Number of rears - total","n025416h50pa92s"
"MGI:1914243","Smarcd3","C57BL","E12.5","IMPC_OFD_014_001","0.9562103","Center distance travelled","n02br6yuq11768b"
"MGI:1918319","Stox2","C57BL","E18.5","HRWLLA_OFD_011_001","0.1658355","Periphery resting time","n03t25p5ix45e28"
"MGI:2450016","Nox1","C57BL","Early adult","IMPC_ECH_011_001","0.8450249","LVIDs","n03x3r07341viwk"
"MGI:96878","Blnk","C57BL","Early adult","IMPC_EYE_092_002","0.9850376","Retina (combined)","n0489qo36yiz754"
"MGI:1929260","Mtch2","C57BL","Early adult","MGP_CSD_068_001","0.4050639","Vibrissae","n048u8a2sns35qs"
"MGI:1914281","Upf3a","C57BL","Early adult","IMPC_DXA_006_001","0.8825352","Body length","n04x7u6d13788cy"
"MGI:96441","Igfbp6","C57BL","Early adult","IMPC_DXA_003_001","0.3818363","Lean mass","n0739m557gfsc98"
"MGI:97525","Pde6b","C57BL","Early adult","ESLIM_013_001_003","0.4589518","Left retina","n085f0v0d0p2apu"
"MGI:1915349","Cibar1","C57BL","Early adult","IMPC_HEM_005_001","0.09859306","Mean cell volume","n08d4u7j0f92713"
"MGI:2682314","Zc3h4","C57BL","E9.5","IMPC_ABR_004_001","0.1299188","6kHz-evoked ABR Threshold","n09d4q5q45jf7th"
"MGI:2384959","Cybc1","C57BL","Early adult","IMPC_HEM_032_001","0.9386567","Lymphocyte cell count","n0d35e302qn9117"
"MGI:97525","Pde6b","C57BL","Early adult","MGP_CSD_068_001","0.5034809","Vibrissae","n0d816xyvq52l80"
"mgi:3648212","Klhdc7b","C57BL","Late adult","IMPC_ECG_004_001","0.2540829","RR","n0g5vg128uy9b2h"
"MGI:1925927","Rnf20","C57BL","E12.5","HRWLLA_CBC_012_001","0.6661802","Aspartate aminotransferase","n0h5y8bi4cq389x"
"MGI:1920723","Iws1","C57BL","E12.5","IMPC_OFD_014_001","0.1279178","Center distance travelled","n0hd9m3mya793wu"
"MGI:88587","Cyp19a1","C57BL","Late adult","IMPC_HEM_040_001","0.7113144","Large Unstained Cell (LUC) differential count","n0k342bia19itk0"
"MGI:1917036","Tprkb","C57BL","Early adult","IMPC_XRY_057_001","0.1685604","Kyphosis","n0k6rbkx4i38vz8"
"MGI:107634","Larp7","C57BL","Early adult","HRWLLA_CSD_029_001","0.1514504","Activity (body position)","n0lz75706auq754"
"MGI:2682314","Zc3h4","C55BL","E9.5","JAXLA_CSD_077_001","0.9224573","Contact righting","n0n72p3739mpqeh"
"Triglyceride","Srbd1","E9.5","0.3452584","C57BL","MGI:1925836","ESLIM_015_001_018","n0v33ywj69ht6a4"
"MGI:1201374","Anxa8","C57BL","Early adult","HRWLLA_OFD_050_001","0.8104217","Percentage center movement time","n0wvmn871eaet9f"
"MGI:98446","Med22","C57BL","Early adult","JAXLA_EYE_016_001","0.1649572","Lens","n0z632774d913ey"
"MGI:2442782","Baz2b","C57BL","Early adult","IMPC_INS_001_001","0.4570188","Insulin","n10089hev7n781z"
"MGI:1099431","Sptlc1","C57BL","Middle aged adult","IMPC_INS_001_001","0.7256677","Insulin","n10571c543dqqqe"
"MGI:1920723","Iws1","C57BL","E9.5","IMPC_CSD_080_001","0.8429592","Head bobbing","n10t4g6i837350d"
"MGI:1338849","S100a3","C57BL","Early adult","IMPC_ABR_004_001","0.3167683","6kHz-evoked ABR Threshold","n13r2x7dw6vju81"
"MGI:1918252","Mex3b","C57BL","Early adult","IMPC_CSD_036_001","0.2147649","Startle response","n13yz9lm2401099"
"MGI:1336186","Agpat3","129SV","Early adult","IMPC_CSD_007_001","0.508953","Coat - color - abdomen","n145urjcxw5p898"
"MGI:2685830","Nsl1","C57BL","E9.5","GMC_905_001_007","0.7629171","Mean corpuscular hemoglobin","n15nz763fu21i59"
"MGI:88587","Cyp19a1","C57BL","Late adult","IMPC_DXA_002_001","0.2993395","Fat mass","n16652638017bvc"
"MGI:1914591","Ascl4","C57BL","Early adult","HRWLLA_OFD_013_001","0.9071345","Periphery average speed","n1695d8ycmna9xt"
"MGI:1914815","Gramd2b","C57BL","Middle aged adult","TCP_CHL_080_001","0.06050556","50 Mch Expiratory time","n16gc685q3cg6n2"
"MGI:1932115","Papolb","C57BL","Early adult","JAXLA_GRS_009_001","0.7777114","Forelimb and hindlimb grip strength measurement mean","n16oz6h0346il5p"
"MGI:96958","Golga3","C57BL","Early adult","IMPC_XRY_012_001","0.1577526","Pelvis","n190l4x69s4621g"
"MGI:2141917","Prkd2","C57BL","Early adult","IMPC_XRY_021_001","0.7472698","Humerus","n197a42z501d226"
"MGI:97525","Pde6b","C57BL","Early adult","IMPC_HEM_029_001","0.9916688","Neutrophil differential count","n19dw327r9lga6d"
"MGI:3648212","Klhdc7b","C57BL","Middle aged adult","IMPC_DXA_002_001","0.9045992","Fat mass","n1f6180lc1l831j"
"MGI:2181434","Phc3","C57BL","Early adult","IMPC_DXA_004_001","0.351504","Bone Mineral Density (excluding skull)","n1hns1wpl697jdy"
"MGI:1277143","Gtf2h3","C57BL","E9.5","IMPC_ABR_002_001","0.2567702","Click-evoked ABR threshold","n1ijg4xq330w9y4"
"MGI:1918319","Stox2","C57BL","Early adult","IMPC_CBC_004_001","0.9288367","Urea (Blood Urea Nitrogen - BUN)","n1k54vji69q9345"
"MGI:2146468","Urb1","C57BL","E9.5","IMPC_CSD_007_001","0.6442855","Coat - color - abdomen","n1k92lx82166y69"
"MGI:2685335","Mctp2","C57BL","Early adult","IMPC_HEM_002_001","0.7387894","Red blood cell count","n1maaa2cyee8ly8"
"MGI:108420","Nfe2l2","C57BL","Early adult","CCP_XRY_020_001","0.5509222","Processes on vertebrae","n1ntjevl3m01q97"
"MGI:109552","Il4i1","C57BL","Early adult","IMPC_ACS_037_001","0.3613438","% Pre-pulse inhibition - Global","n1p4gvuexws73wo"
"MGI:1920723","Iws1","C57BL","Early adult","HRWLLA_CSD_033_001","0.3802093","Gait","n1v4xz4a9xl7o37"
"MGI:1915383","Gcsh","C57BL","Early adult","IMPC_HEM_029_001","0.3007282","Neutrophil differential count","n20879g6400uc6z"
"MGI:2444233","Ythdf2","C57BL","Early adult","GMC_914_001_002","0.7428417","Body temperature rectal","n211hjxi2v2xt40"
"MGI:1099431","Sptlc1","C57BL","Late adult","HRWLLA_CSD_033_001","0.5299725","Gait","n220u2m5k64cg21"
"MGI:1923760","Trappc9","C57BL","Early adult","HRWLLA_OFD_014_001","0.4091816","Center distance travelled","n22w2bh1307u0f4"
"MGI:2445173","Ppig","C57BL","Early adult","IMPC_DXA_008_001","0.9572881","Lean/Body weight","n238j5v3n656m23"
"MGI:3652053","Gm13889","C57BL","Early adult","IMPC_OFD_010_001","0.3834865","Periphery distance travelled","n23k42eo2lw0mc5"
"MGI:88587","Cyp19a1","C57BL","Late adult","HRWLLA_OFD_019_001","3.744851e-07","Number of center entries","n244g32269t788u"
"MGI:2450016","Nox1","C57BL","Early adult","IMPC_DXA_006_001","0.2927947","Body length","n27hh452zb67up5"
"MGI:1336186","Agpat3","129SV","Early adult","IMPC_HEM_029_001","0.7437382","Neutrophil differential count","n27i526h9l873b9"
"MGI:1914243","Smarcd3","C57BL","E12.5","HRWLLA_OFD_010_001","0.3446906","Periphery distance travelled","n2870l3zm6b9448"
"MGI:1925836","Srbd1","C57BL","E9.5","IMPC_OFD_010_001","0.6743804","Periphery distance travelled","n28im294b416m9v"
"MGI:1353578","Pttg1","C57BL","Early adult","JAX_OFD_020_001","0.7018073","Distance travelled - total","n2904x9u8ecz1w2"
"MGI:96441","Igfbp6","C57BL","Early adult","IMPC_EYE_016_001","0.7518896","Lens","n2fm23pqv36f2i3"
"MGI:1925927","Rnf20","C57BL","Early adult","TCP_CHL_058_001","0.9355517","12.5 Mch Tidal volume","n2h9f68rm1tnv7e"
"MGI:1918319","Stox2","C57BL","Early adult","HRWLLA_OFD_050_001","0.5887797","Percentage center movement time","n2howx1fwj08l01"
"MGI:108420","Nfe2l2","C57BL","Early adult","IMPC_CBC_009_001","0.6862351","Calcium","n2l63x222s3zm6g"
"MGI:1914243","Smarcd3","C57BL","E18.5","IMPC_GEL_063_001","0.2167487","Delayed embryonic development","n2o0biqk383596h"
"MGI:1098801","Otud4","C57BL","E18.5","IMPC_HEM_001_001","0.7386602","White blood cell count","n2sba35ta8rue3y"
"MGI:1929260","Mtch2","C57BL","Early adult","IMPC_ECH_011_001","0.3899049","LVIDs","n2v1wn78lhux239"
"MGI:1349438","Mprip","C57BL","E9.5","IMPC_XRY_018_001","0.9081375","Shape of vertebrae","n2x32kb6rlq2or4"
"MGI:2444354","Arid4a","129SV","Early adult","GMC_905_001_006","0.7277818","Mean corpuscular volume","n2xj9f7129bg9b0"
"MGI:96958","Golga3","C57BL","Early adult","HRWLLA_OFD_013_001","0.4510825","Periphery average speed","n2yht640d5m5v99"
"MGI:1922875","Mageh1","C57BL","Early adult","JAXLA_EYE_016_001","0.539264","Lens","n30cy8r7ntw78c1"
"MGI:2146468","Urb1","C57BL","E9.5","GMC_923_001_001","0.4012641","Body weight","n3175in77fc7zb6"
"MGI:1914243","Smarcd3","C57BL","Early adult","IMPC_ACS_034_001","0.7649717","% Pre-pulse inhibition - PPI2","n317nl7c54677d5"
"MGI:1277143","Gtf2h3","C57BL","Early adult","IMPC_HEM_034_001","0.06699177","Monocyte cell count","n31eu7087o6y28d"
"MGI:2146468","Urb1","C57BL","E9.5","IMPC_CBC_020_001","0.9258629","Fructosamine","n325me7oi96agcb"
"MGI:1349438","Mprip","C57BL","E15.5","JAX_OFD_013_001","0.2685462","Periphery average speed","n33897g12755742"
"MGI:1918252","Mex3b","C57BL","Early adult","IMPC_ACS_034_001","0.4938991","% Pre-pulse inhibition - PPI2","n33k2n0k6wvbq00"
"MGI:88587","Cyp19a1","C57BL","Early adult","IMPC_GEO_043_002","0.09730695","spina bifida","n34u956yu0lczp8"
"MGI:2684916","Ppp1r36","C57BL","Early adult","MGP_IMM_066_001","0.2479732","CD11b-high cDC - % of cDC","n356it0317c0o08"
"MGI:2143539","Gls2","C57BL","Late adult","IMPC_DXA_007_001","0.1514855","BMC/Body weight","n36124ic21c5m6f"
"MGI:1099431","Sptlc1","C57BL","Early adult","IMPC_EYE_063_001","0.8888319","Right inner nuclear layer","n36230uhn8i719k"
"MGI:1913591","Eid3","C57BL","Early adult","ESLIM_008_001_001","0.9780109","Body position","n36gp3in21g7787"
"MGI:2682314","Zc3h4","C57BL","Early adult","IMPC_CBC_005_001","0.5616865","Creatinine","n3827213680l73c"
"MGI:1925927","Rnf20","C57BL","E15.5","IMPC_CSD_036_001","0.3377981","Startle response","n38wm6x06tasbb2"
"MGI:1922248","Rab11fip2","C57BL","Early adult","HRWLLA_OFD_011_001","0.5733894","Periphery resting time","n396356ph30fhz7"
"MGI:1920723","Iws1","C57BL","E12.5","IMPC_EYE_016_001","0.7812272","Lens","n3991xg4stzvxj5"
"MGI:2442782","Baz2b","C57BL","Early adult","IMPC_GRS_011_001","0.1001212","Forelimb and hindlimb grip strength normalised against body weight","n3fx86g80qo2037"
"MGI:1098801","Otud4","C57BL","Early adult","MGP_IMM_101_001","0.428281","KLRG1+ NK cells - % of CD45+","n3g6t0y4t77zm44"
"MGI:1925927","Rnf20","C57BL","E9.5","IMPC_INS_001_001","0.6024681","Insulin","n3h02g3nu3p09lb"
"MGI:1913591","Eid3","C57BL","Early adult","IMPC_HEM_031_001","0.5604433","Lymphocyte differential count","n3nh12y8lb50632"
"MGI:1927204","Gosr2","C57BL","Early adult","ESLIM_015_001_016","0.5796304","Alpha-amylase","n3nx1nrbk0u24td"
"MGI:104859","Selenbp2","C57BL","Early adult","IMPC_CBC_013_001","0.366269","Alanine aminotransferase","n3q66l1u936tk2i"
"MGI:107162","Ppp3cc","C57BL","Early adult","IMPC_CBC_012_001","0.7487406","Aspartate aminotransferase","n3r6w5ms539khfy"
"MGI:1918252","Mex3b","C57BL","Early adult","IMPC_HEM_002_001","0.5878734","Red blood cell count","n3r81lzz36t5h7d"
"MGI:1923012","Aftph","C57BL","Early adult","IMPC_GEL_032_001","0.6019179","Embryo Size","n3s12se8hnz735i"
"MGI:1098801","Otud4","C57BL","E18.5","IMPC_OFD_018_001","0.4843863","Latency to center entry","n3s7n7990o1ei36"
"MGI:108420","Nfe2l2","C57BL","Early adult","IMPC_OFD_007_001","0.5370866","Whole arena resting time","n3u1gn6jm94x3p0"
"MGI:1344333","Mid2","C57BL","Early adult","CCP_XRY_018_001","0.7842351","Shape of vertebrae","n3uz3g92s0py221"
"MGI:1917036","Tprkb","C57BL","Early adult","IMPC_EYE_092_001","0.4468709","Retina (combined)","n3xg7z0l5dxm09h"
"MGI:2442782","BAZ2B","C57BL","Early adult","IMPC_EYE_083_001","0.8044929","Vitreous","n3zl2joe05h8372"
"MGI:97525","Pde6b","C3H","Early adult","IMPC_GEO_043_002","0.5601521","spina bifida","n405q2oem72f37o"
"MGI:2685335","Mctp2","C57BL","Early adult","IMPC_HEM_001_001","0.5450247","White blood cell count","n40l2a76893rf1t"
"MGI:1349438","Mprip","C57BL","E12.5","IMPC_CSD_080_001","0.4615096","Head bobbing","n40zzg8i64p140p"
"MGI:1925927","Rnf20","C57BL","Early adult","ESLIM_011_001_001","0.1076775","BN startle magnitude","n41jqz05vp58yrk"
"MGI:2442910","Niban2","C57BL","Early adult","IMPC_CSD_039_001","0.4543807","Limb grasp","n41nn64rx666554"
