"impcParameterOrigId","name","description","parameterId"
39073," Operator effects - Immunophenotyping analysis"," operator_effects_immunophenotyping_analysis"," IMPC_EXD_086_001"
39072," Operator effects - Immunophenotyping collection"," operator_effects_immunophenotyping_collection"," IMPC_EXD_085_001"
39080," Operator effects - Insulin"," operator_effects_insulin"," IMPC_EXD_093_001"
39057," Operator effects - Open field"," operator_effects_open_field"," IMPC_EXD_070_001"
39069," Operator effects - Ophthalmoscope"," operator_effects_ophthalmoscope"," IMPC_EXD_082_001"
39079," Operator effects - Plethysmography"," operator_effects_plethysmography"," IMPC_EXD_092_001"
39068," Operator effects - Slit lamp"," operator_effects_slit_lamp"," IMPC_EXD_081_001"
39067," Operator effects - X-ray annotation"," operator_effects_x_ray_annotation"," IMPC_EXD_080_001"
39066," Operator effects - X-ray imaging"," operator_effects_x_ray_imaging"," IMPC_EXD_079_001"
46609," Ophthalmoscope Equipment ID"," ophthalmoscope_equipment_id"," IMPC_EYE_033_001"
46610," Ophthalmoscope Equipment Manufacturer"," ophthalmoscope_equipment_manufacturer"," IMPC_EYE_034_001"
46611," Ophthalmoscope Equipment Model"," ophthalmoscope_equipment_model"," IMPC_EYE_035_001"
46605," Ophthalmoscope Observation"," ophthalmoscope_observation"," IMPC_EYE_029_001"
46599," Optic Disc"," optic_disc"," IMPC_EYE_023_001"
75885," Optic II nerve - Description"," optic_II_nerve_description"," IMPC_HIS_417_001"
52381," Optic nerve"," optic_nerve"," IMPC_EMO_112_001"
46613," Optical Coherence Tomography Equipment ID"," optical_coherence_tomography_equipment_id"," IMPC_EYE_037_001"
46614," Optical Coherence Tomography Equipment Manufacturer"," optical_coherence_tomography_equipment_manufacturer"," IMPC_EYE_038_001"
46615," Optical Coherence Tomography Equipment Model"," optical_coherence_tomography_equipment_model"," IMPC_EYE_039_001"
52383," Oral cavity"," oral_cavity"," IMPC_EMO_114_001"
27641," Oral epithelium"," oral_epithelia"," IMPC_ALZ_074_001"
90947," Order effect control strategy"," order_effect_control_strategy"," IMPC_EXD_130_001"
39093," Order effects - ABR annotation"," order_effects_abr_annotation"," IMPC_EXD_106_001"
39092," Order effects - ABR collection"," order_effects_abr_collection"," IMPC_EXD_105_001"
39089," Order effects - Acoustic startle"," order_effects_acoustic_startle"," IMPC_EXD_102_001"
39111," Order effects - Adult Lac Z"," order_effects_adult_lac_z"," IMPC_EXD_124_001"
39086," Order effects - Body weight"," order_effects_body_weight"," IMPC_EXD_099_001"
39087," Order effects - CSD"," order_effects_csd"," IMPC_EXD_100_001"
39090," Order effects - Calorimetry"," order_effects_calorimetry"," IMPC_EXD_103_001"
39100," Order effects - Clinical chemistry"," order_effects_clinical_chemistry"," IMPC_EXD_113_001"
39094," Order effects - DEXA"," order_effects_dexa"," IMPC_EXD_107_001"
39106," Order effects - ECG"," order_effects_ecg"," IMPC_EXD_119_001"
39107," Order effects - Echo"," order_effects_echo"," IMPC_EXD_120_001"
39110," Order effects - Embryo Lac Z"," order_effects_embryo_lac_z"," IMPC_EXD_123_001"
39088," Order effects - Grip strength"," order_effects_grip_strength"," IMPC_EXD_101_001"
39105," Order effects - Gross pathology annotation"," order_effects_gross_pathology_annotation"," IMPC_EXD_118_001"
39104," Order effects - Gross pathology collection"," order_effects_gross_pathology_collection"," IMPC_EXD_117_001"
39102," Order effects - Heart weight"," order_effects_heart_weight"," IMPC_EXD_115_001"
39099," Order effects - Hematology"," order_effects_hematology"," IMPC_EXD_112_001"
39091," Order effects - IPGTT"," order_effects_ipgtt"," IMPC_EXD_104_001"
39101," Order effects - Immunophenotyping"," order_effects_immunophenotyping"," IMPC_EXD_114_001"
39109," Order effects - Insulin"," order_effects_insulin"," IMPC_EXD_122_001"
39103," Order effects - Open field"," order_effects_open_field"," IMPC_EXD_116_001"
39098," Order effects - Ophthalmoscope"," order_effects_ophthalmoscope"," IMPC_EXD_111_001"
39108," Order effects - Plethysmography"," order_effects_plethysmography"," IMPC_EXD_121_001"
39097," Order effects - Slit lamp"," order_effects_slit_lamp"," IMPC_EXD_110_001"
39096," Order effects - X-ray annotation"," order_effects_x_ray_annotation"," IMPC_EXD_109_001"
39095," Order effects - X-ray imaging"," order_effects_x_ray_imaging"," IMPC_EXD_108_001"
27663," Orientation"," orientation"," IMPC_ALZ_096_001"
52382," Oropharynx"," oropharynx"," IMPC_EMO_113_001"
41949," Otic vesicle morphology"," otic_vesicle_morphology"," IMPC_GEL_042_001"
30961," Outer dimension of cage"," (L cm) x  (W cm) x  (H cm)"," IMPC_CAL_027_001"
44830," Outer ear morpholgy"," outer_ear_morpholgy"," IMPC_GEP_026_001"
44501," Outflow tract development"," outflow_tract_development"," IMPC_GEO_006_001"
27577," Ovary"," ovary"," IMPC_ALZ_010_001"
27578," Oviduct"," oviduct"," IMPC_ALZ_011_001"
18102," Oxygen consumption"," oxygen_consumption"," IMPC_CAL_003_001"
29228," P1 Latency (at each stimulus level)"," p1_latency_at_each_stimulus_level_"," IMPC_ABR_022_001"
29226," P1-N1 amplitude (at each stimulus level)"," p1_n1_amplitude_at_each_stimulus_level_"," IMPC_ABR_020_001"
29232," P1-P3 Interval (at each stimulus level)"," p1_p3_interval_at_each_stimulus_level_"," IMPC_ABR_026_001"
29230," P3 Latency (at each stimulus level)"," p3_latency_at_each_stimulus_level_"," IMPC_ABR_024_001"
29227," P3-N3 amplitude (at each stimulus level)"," p3_n3_amplitude_at_each_stimulus_level_"," IMPC_ABR_021_001"
52385," Palatal shelf"," palatal_shelf"," IMPC_EMO_116_001"
44550," Pale Liver"," pale_liver"," IMPC_GEO_038_002"
45470," Pale yolk sac"," pale_yolk_sac"," IMPC_GEM_016_002"
44876," Pallor"," pallor"," IMPC_GEP_035_002"
27595," Pancreas"," pancreas"," IMPC_ALZ_028_001"
27627," Parathyroid gland"," parathyroid"," IMPC_ALZ_060_001"
52387," Parathyroid gland"," parathyroid_gland"," IMPC_EMO_118_001"
27628," Parotid gland"," parotid_gland"," IMPC_ALZ_061_001"
57179," Pelvic vertebrae morphology"," pelvic_vertebrae_morphology"," IMPC_XRY_073_001"
19247," Pelvis"," pelvis"," IMPC_XRY_012_001"
27629," Penis"," penis"," IMPC_ALZ_062_001"
52090," Percent time in dark"," percent_time_in_dark"," IMPC_LDT_007_001"
52091," Percent time in light"," percent_time_in_light"," IMPC_LDT_008_001"
74092," Percentage center movement time"," percentage_center_movement_time"," IMPC_OFD_050_001"
16401," Percentage center time"," percentage_center_time"," IMPC_OFD_022_001"
52389," Pericardial cavity"," pericardial_cavity"," IMPC_EMO_120_001"
52390," Pericardium"," pericardium"," IMPC_EMO_121_001"
45446," Pericardium Morphology"," pericardium_morphology"," IMPC_GEM_007_001"
27605," Peripheral Nervous System"," peripheral_nervous_system"," IMPC_ALZ_038_001"
16392," Periphery average speed"," periphery_average_speed"," IMPC_OFD_013_001"
16389," Periphery distance travelled"," periphery_distance_travelled"," IMPC_OFD_010_001"
16391," Periphery permanence time"," periphery_permanence_time"," IMPC_OFD_012_001"
16390," Periphery resting time"," periphery_resting_time"," IMPC_OFD_011_001"
16411," Periphery zone"," periphery_zone"," IMPC_OFD_032_001"
52391," Peritoneal cavity"," peritoneal_cavity"," IMPC_EMO_122_001"
46603," Persistence of hyaloid vascular system"," persistence_of_hyaloid_vascular_system"," IMPC_EYE_027_001"
27606," Peyers Patch"," peyers_patch"," IMPC_ALZ_039_001"
89719," Phenotyping lifestage"," phenotyping_lifestage"," IMPC_HOU_085_001"
33533," Phenotyping project(s)"," phenotyping_project_s"," IMPC_HOU_002_001"
37387," Phosphorus"," phosphate"," IMPC_CBC_010_001"
52392," Pineal primordium"," pineal_primordium"," IMPC_EMO_123_001"
52393," Pinna"," pinna"," IMPC_EMO_124_001"
33534," Pipeline ID(s)"," pipeline_id_s"," IMPC_HOU_003_001"
89677," Pipeline ID(s)"," pipeline_ids_applicable_to_housing_conditions"," IMPC_HOU_003_002"
27589," Pituitary gland"," pituitary"," IMPC_ALZ_022_001"
27665," Pixels per millimeter after processing"," pixels_per_millimeter_after_processing"," IMPC_ALZ_098_001"
27664," Pixels per millimeter before processing"," pixels_per_millimeter_before_processing"," IMPC_ALZ_097_001"
52067," Placement in start arm"," placement_in_start_arm"," IMPC_YMZ_015_001"
40004," Placenta Development"," placenta_development"," IMPC_GPL_001_001"
40005," Placenta Morphology"," placenta_morphology"," IMPC_GPL_002_001"
40007," Placenta Size"," placenta_size"," IMPC_GPL_004_001"
40006," Placenta Vasculature"," placenta_vasculature"," IMPC_GPL_003_001"
29781," Platelet count"," platelet_count"," IMPC_HEM_008_001"
44549," Polydactyly"," polydactyly"," IMPC_GEO_034_002"
52394," Pons"," pons"," IMPC_EMO_125_001"
52395," Portal vein"," portal_vein"," IMPC_EMO_126_001"
37379," Potassium"," potassium"," IMPC_CBC_002_001"
17737," Pre-pulse stimulus 1"," pre_pulse_stimulus_1"," IMPC_ACS_017_001"
17738," Pre-pulse stimulus 2"," pre_pulse_stimulus_2"," IMPC_ACS_018_001"
17739," Pre-pulse stimulus 3"," pre_pulse_stimulus_3"," IMPC_ACS_019_001"
17740," Pre-pulse stimulus 4"," pre_pulse_stimulus_4"," IMPC_ACS_020_001"
29222," Preyer Reflex"," preyer_reflex"," IMPC_ABR_016_001"
52396," Primary palate"," primary_palate"," IMPC_EMO_127_001"
33539," Procedure IDs associated with this block"," procedure_ids_associated_with_this_stage_of_the_pipeline_s"," IMPC_HOU_008_001"
19255," Processes on vertebrae"," processes_on_vertebrae"," IMPC_XRY_020_001"
36962," Prostate"," prostate"," IMPC_PAT_026_002"
27596," Prostate gland"," prostate"," IMPC_ALZ_029_001"
52397," Pulmonary artery"," pulmonary_artery"," IMPC_EMO_128_001"
46592," Pupil Dilation"," pupil_dilation"," IMPC_EYE_013_001"
46593," Pupil Light Response"," pupil_light_response"," IMPC_EYE_014_001"
46590," Pupil Position"," pupil_position"," IMPC_EYE_011_001"
46591," Pupil Shape"," pupil_shape"," IMPC_EYE_012_001"
27329," Pups born (Female Screen)"," pups_born_female_screen_"," IMPC_FER_010_001"
27325," Pups born (Male screen)"," pups_born_male_screen_"," IMPC_FER_006_001"
27321," Pups born (primary)"," pups_born_primary_"," IMPC_FER_002_001"
27626," Quadriceps"," muscle_quad"," IMPC_ALZ_059_001"
52398," Quadriceps muscle "," quadriceps_muscle"," IMPC_EMO_129_001"
19257," Radius"," radius"," IMPC_XRY_022_001"
29237," Range of stimulus levels used - 12kHz"," range_of_stimulus_levels_used_12khz"," IMPC_ABR_031_001"
29238," Range of stimulus levels used - 18kHz"," range_of_stimulus_levels_used_18khz"," IMPC_ABR_032_001"
29239," Range of stimulus levels used - 24kHz"," range_of_stimulus_levels_used_24khz"," IMPC_ABR_033_001"
29240," Range of stimulus levels used - 30kHz"," range_of_stimulus_levels_used_30khz"," IMPC_ABR_034_001"
29236," Range of stimulus levels used - 6kHz"," range_of_stimulus_levels_used_6khz"," IMPC_ABR_030_001"
29235," Range of stimulus levels used - Click"," range_of_stimulus_levels_used_click"," IMPC_ABR_029_001"
29234," Range of test stimuli used"," range_of_test_stimuli_used"," IMPC_ABR_028_001"
90894," Rearing definition threshold"," Parameter measuring how the equipment defines a rearing animal"," IMPC_OFD_052_001"
29247," Recording Environment"," recording_environment"," IMPC_ABR_041_001"
29775," Red blood cell count"," red_blood_cell_count"," IMPC_HEM_002_001"
44846," Renal/Urinary"," renal_urinary"," IMPC_GEP_050_001"
29245," Repetition Rate"," repetition_rate"," IMPC_ABR_039_001"
52097," Repetitive beam break (stereotypy counts)"," repetitive_beam_break_stereotypy_counts"," IMPC_LDT_014_001"
37897," Replicates"," replicates"," IMPC_INS_017_001"
18116," Respiratory Exchange Ratio"," respiratory_exchange_ratio"," IMPC_CAL_017_001"
44881," Respiratory Failure"," respiratory_failure"," IMPC_GEP_055_002"
44848," Respiratory System"," respiratory_system"," IMPC_GEP_052_001"
17722," Response amplitude - BN"," response_amplitude_bn"," IMPC_ACS_001_001"
17723," Response amplitude - PP1"," response_amplitude_pp1"," IMPC_ACS_002_001"
17728," Response amplitude - PP1_S"," response_amplitude_pp1_s"," IMPC_ACS_007_001"
17724," Response amplitude - PP2"," response_amplitude_pp2"," IMPC_ACS_003_001"
17729," Response amplitude - PP2_S"," response_amplitude_pp2_s"," IMPC_ACS_008_001"
17725," Response amplitude - PP3"," response_amplitude_pp3"," IMPC_ACS_004_001"
17730," Response amplitude - PP3_S"," response_amplitude_pp3_s"," IMPC_ACS_009_001"
17726," Response amplitude - PP4"," response_amplitude_pp4"," IMPC_ACS_005_001"
17731," Response amplitude - PP4_S"," response_amplitude_pp4_s"," IMPC_ACS_010_001"
17727," Response amplitude - S"," response_amplitude_s"," IMPC_ACS_006_001"
44868," Responsive to tactile stimuli"," unresponsive_to_tactile_stimuli"," IMPC_GEP_005_002"
90893," Resting definition threshold"," Parameter measuring how the equipment defines a resting animal"," IMPC_OFD_051_001"
20271," Retina"," retina"," IMPC_EYE_020_001"
46600," Retinal Blood Vessels"," retinal_blood_vessels"," IMPC_EYE_024_001"
46602," Retinal Blood Vessels Pattern"," retinal_blood_vessels_pattern"," IMPC_EYE_026_001"
46601," Retinal Blood Vessels Structure"," retinal_blood_vessels_structure"," IMPC_EYE_025_001"
20272," Retinal Pigmentation"," retinal_pigmentation"," IMPC_EYE_021_001"
20273," Retinal Structure"," retinal_structure"," IMPC_EYE_022_001"
57175," Rib morphology"," rib_morphology"," IMPC_XRY_069_001"
22681," Right Adrenal gland"," right_adrenal_gland"," IMPC_BLK_030_001"
22679," Right Kidney"," right_kidney"," IMPC_BLK_028_001"
47816," Right kidney weight"," right_kidney_weight"," IMPC_OWT_004_001"
47822," Right kidney weight to body weight ratio"," right_kidney_weight_to_body_weight_ratio"," IMPC_OWT_010_001"
73977," Right lung all lobes weight"," right_lung_all_lobes_weight"," IMPC_OWT_024_001"
73982," Right lung all lobes weight to body weight ratio"," right_lung_all_lobes_weight_to_body_weight_ratio"," IMPC_OWT_029_001"
73975," Right testis weight"," right_testis_weight"," IMPC_OWT_022_001"
73980," Right testis weight to body weight ratio"," right_testis_weight_to_body_weight_ratio"," IMPC_OWT_027_001"
18110," Room temperature"," room_temperature"," IMPC_CAL_011_001"
52061," Same arm entry ratio per total arm entries"," same_arm_entry_ratio"," IMPC_YMZ_009_001"
37418," Sample dilution"," plasma_dilution"," IMPC_CBC_044_001"
37896," Sample dilution"," sample_dilution"," IMPC_INS_016_001"
27659," Sample preparation reference impc"," sample_preparation_reference_impc"," IMPC_ALZ_092_001"
27658," Sample preparation stain name"," sample_preparation_stain_name"," IMPC_ALZ_091_001"
37417," Sample status"," sample_status"," IMPC_CBC_043_001"
37416," Samples kept on ice between collection and analysis"," samples_kept_on_ice_between_collection_and_analysis"," IMPC_CBC_042_001"
29788," Samples kept on ice between collection and analysis"," samples_kept_on_ice_between_collection_and_analysis_"," IMPC_HEM_018_001"
19279," Scanner equipment ID"," scanner_equipment_name"," IMPC_XRY_044_001"
19280," Scanner equipment manufacturer"," scanner_equipment_manufacturer"," IMPC_XRY_045_001"
19281," Scanner equipment model"," scanner_equipment_model"," IMPC_XRY_046_001"
19241," Scapulae"," scapulae"," IMPC_XRY_006_001"
46616," Scheimpflug Equipment ID"," scheimpflug_equipment_id"," IMPC_EYE_040_001"
46617," Scheimpflug Equipment Manufacturer"," scheimpflug_equipment_manufacturer"," IMPC_EYE_041_001"
46618," Scheimpflug Equipment Model"," scheimpflug_equipment_model"," IMPC_EYE_042_001"
27632," Sciatic nerve"," sciatic_nerve_quad"," IMPC_ALZ_065_001"
44497," Scored"," scored"," IMPC_GEO_002_001"
52070," Scoring method"," scoring_method"," IMPC_YMZ_018_001"
36963," Seminal vesicle"," seminal_vesicles"," IMPC_PAT_027_002"
47819," Seminal vesicle weight"," seminal_vesicle_weight"," IMPC_OWT_007_001"
47825," Seminal vesicle weight to body weight ratio"," seminal_vesicle_weight_to_body_weight_ratio"," IMPC_OWT_013_001"
22690," Seminal vesicles"," seminal_vesicles"," IMPC_BLK_039_001"
29814," Service-related calibration start date"," Harwell-required metadata parameter (req analysis) due to ADVIA analyser causing shift in data.  "," IMPC_HEM_042_001"
19275," Settings level"," settings_level"," IMPC_XRY_040_001"
19274," Settings time of exposure"," settings_time_of_exposure"," IMPC_XRY_039_001"
19245," Shape of ribs"," shape_of_ribs"," IMPC_XRY_010_001"
19253," Shape of vertebrae"," shape_of_vertebrae"," IMPC_XRY_018_001"
27666," Showcase image"," showcase_image"," IMPC_ALZ_099_001"
52084," Side changes"," side_changes"," IMPC_LDT_001_001"
27590," Skeletal Muscle"," skeletal_muscle"," IMPC_ALZ_023_001"
36958," Skeletal muscle"," skeletal_muscle"," IMPC_PAT_022_002"
36957," Skin"," skin"," IMPC_PAT_021_002"
27579," Skin"," skin_with_mg"," IMPC_ALZ_012_001"
44517," Skin Appearance"," skin_appearance"," IMPC_GEO_029_001"
44518," Skin Coloration"," skin_coloration"," IMPC_GEO_030_001"
44544," Skin Hemorrhage"," skin_hemorrhage"," IMPC_GEO_010_002"
38143," Skin color - back paws"," skin_color_back_paws"," IMPC_CSD_060_001"
38141," Skin color - ear"," skin_color_ear"," IMPC_CSD_058_001"
38142," Skin color - front paws"," skin_color_front_paws"," IMPC_CSD_059_001"
38140," Skin color - snout"," skin_color_snout"," IMPC_CSD_057_001"
38144," Skin color - tail"," skin_color_tail"," IMPC_CSD_061_001"
38139," Skin color - whole body"," skin_color_whole_body"," IMPC_CSD_056_001"
38149," Skin texture - back paws"," skin_texture_back_paws"," IMPC_CSD_066_001"
38147," Skin texture - ear"," skin_texture_ear"," IMPC_CSD_064_001"
38148," Skin texture - front paws"," skin_texture_front_paws"," IMPC_CSD_065_001"
38146," Skin texture - snout"," skin_texture_snout"," IMPC_CSD_063_001"
38150," Skin texture - tail"," skin_texture_tail"," IMPC_CSD_067_001"
38145," Skin texture - whole body"," skin_texture_whole_body"," IMPC_CSD_062_001"
19236," Skull shape"," skull_shape"," IMPC_XRY_001_001"
46606," Slit Lamp Equipment ID"," slit_lamp_equipment_id"," IMPC_EYE_030_001"
46607," Slit Lamp Equipment Manufacturer"," slit_lamp_equipment_manufacturer"," IMPC_EYE_031_001"
46608," Slit Lamp Equipment Model"," slit_lamp_equipment_model"," IMPC_EYE_032_001"
46604," Slit Lamp observation"," slit_lamp_observation"," IMPC_EYE_028_001"
27591," Small Intestine"," small_intestine"," IMPC_ALZ_024_001"
36949," Small intestine"," small_intestine"," IMPC_PAT_013_002"
38126," Snout size"," snout_size"," IMPC_CSD_028_001"
37378," Sodium"," sodium"," IMPC_CBC_001_001"
29257," Software"," software"," IMPC_ABR_052_001"
16418," Software Version"," software_version"," IMPC_OFD_039_001"
17749," Software version"," software_version"," IMPC_ACS_029_001"
44538," Somite Stage"," somite_stage"," IMPC_GEO_057_001"
41930," Somite development"," somite_development"," IMPC_GEL_023_001"
17751," Sound generator manufacturer"," sound_generator"," IMPC_ACS_031_001"
51613," Sound generator manufacturer"," sound_generator_manufacturer"," IMPC_FEA_069_001"
51614," Sound generator model"," sound_generator_model"," IMPC_FEA_070_001"
17752," Sound-proof box dimension"," sound_proof_box_dimension"," IMPC_ACS_032_001"
27587," Spinal cord"," spinal_cord"," IMPC_ALZ_020_001"
27597," Spleen"," spleen"," IMPC_ALZ_030_001"
47814," Spleen weight"," spleen_weight"," IMPC_OWT_002_001"
47820," Spleen weight to body weight ratio"," spleen_weight_to_body_weight_ratio"," IMPC_OWT_008_001"
44867," Spontaneous movement"," no_spontaneous_movement"," IMPC_GEP_004_002"
33538," Stage of the pipeline(s) - End Week"," stage_of_the_pipeline_s_end_week"," IMPC_HOU_007_001"
33537," Stage of the pipeline(s) - Start Week"," stage_of_the_pipeline_s_start_week"," IMPC_HOU_006_001"
33535," Start Date"," start_date"," IMPC_HOU_004_001"
16416," Start Time"," start_time"," IMPC_OFD_037_001"
38991," Start date"," start_date"," IMPC_EXD_004_001"
52102," Start time"," start_time"," IMPC_LDT_019_001"
52109," Starting position"," starting_position"," IMPC_LDT_026_001"
38133," Startle response"," startle_response"," IMPC_CSD_036_001"
17735," Startle stimulus"," startle_pulse"," IMPC_ACS_015_001"
29242," Stimulus level step size"," stimulus_level_step_size"," IMPC_ABR_036_001"
17744," Stimulus order"," stimulus_order"," IMPC_ACS_024_001"
27580," Stomach"," stomach"," IMPC_ALZ_013_001"
27630," Stomach pyloric region"," pylorus"," IMPC_ALZ_063_001"
27607," Striatum"," straiatum"," IMPC_ALZ_040_001"
39112," Subject selection - ABR"," subject_selection_abr"," IMPC_EXD_125_001"
39113," Subject selection - Gross pathology"," subject_selection_gross_pathology"," IMPC_EXD_126_001"
90948," Subject selection strategy"," subject_selection_strategy"," IMPC_EXD_131_001"
27634," Sublingual Gland"," sublingual_gland"," IMPC_ALZ_067_001"
27635," Submandibular Gland"," submandibular_gland"," IMPC_ALZ_068_001"
38988," Submitter ID"," submitter_id"," IMPC_EXD_001_001"
19264," Syndactylism"," syndactylism"," IMPC_XRY_029_001"
46598," Synechia"," synechia"," IMPC_EYE_019_001"
38100," Tail - length"," tail_length"," IMPC_CSD_002_001"
38102," Tail - morphology"," tail_morphology"," IMPC_CSD_004_001"
38099," Tail - presence"," tail_presence"," IMPC_CSD_001_001"
38101," Tail - thickness"," tail_thickness"," IMPC_CSD_003_001"
44521," Tail Morphology"," tail_morphology"," IMPC_GEO_033_001"
41940," Tail bud morphology"," tail_bud_morphology"," IMPC_GEL_033_001"
38132," Tail elevation"," tail_elevation"," IMPC_CSD_034_001"
19240," Teeth"," teeth"," IMPC_XRY_005_001"
38151," Teeth presence"," teeth_presence"," IMPC_CSD_068_001"
27336," Test strain background secondary  (MGI ID)"," test_strain_background"," IMPC_FER_017_001"
27335," Test strain genotype"," test_strain_genotype"," IMPC_FER_016_001"
36960," Testes"," testes"," IMPC_PAT_024_002"
27581," Testis"," testis_epididymus"," IMPC_ALZ_014_001"
57177," Thoracic vertebrae morphology"," thoracic_vertebrae_morphology"," IMPC_XRY_071_001"
27582," Thymus"," thymus"," IMPC_ALZ_015_001"
36941," Thyroid"," thyroid"," IMPC_PAT_005_002"
27588," Thyroid gland"," thyroid"," IMPC_ALZ_021_001"
19260," Tibia"," tibia"," IMPC_XRY_025_001"
19268," Tibia length"," tibia_length"," IMPC_XRY_033_001"
90943," Time effect strategy"," time_effects"," IMPC_EXD_098_002"
39085," Time effects"," time_effects"," IMPC_EXD_098_001"
52088," Time mobile dark side"," time_mobile_dark_side"," IMPC_LDT_005_001"
52086," Time mobile light side"," time_mobile_light_side"," IMPC_LDT_003_001"
44537," Time of Dissection"," time_of_dissection"," IMPC_GEO_056_001"
41443," Time of dark cycle end"," The ending time of the dark cycle. E.g. 2013-02-28T06:25:00-08:00+01 or 2013-02-28T06:25:00Z"," IMPC_CAL_020_003"
18119," Time of dark cycle end"," The ending time of the dark cycle. E.g. 7 a.m. "," IMPC_CAL_020_001"
44540," Time of dark cycle end"," time_of_dark_cycle_end"," IMPC_GEO_059_001"
41442," Time of dark cycle start"," The starting datetime of the dark cycle. E.g. 2013-02-28T06:25:00-08:00+01 or 2013-02-28T06:25:00Z"," IMPC_CAL_010_003"
18109," Time of dark cycle start"," The starting time of the dark cycle. E.g. 7 p.m. "," IMPC_CAL_010_001"
44539," Time of dark cycle start"," time_of_dark_cycle_start"," IMPC_GEO_058_001"
29253," Time of injection"," time_of_injection"," IMPC_ABR_048_001"
27334," Time spent in breeding"," time_breeding"," IMPC_FER_015_001"
36997," Tissue available for distribution"," Are there tissue blocks available for distribution?"," IMPC_PAT_076_001"
22658," Tissue storage ID(s)"," cassette_id"," IMPC_BLK_007_001"
29243," Tone Pip Duration"," tone_pip_duration"," IMPC_ABR_037_001"
29244," Tone Pip rise/fall"," tone_pip_rise_fall"," IMPC_ABR_038_001"
27636," Tongue"," tongue"," IMPC_ALZ_069_001"
46620," Topical Anesthetic"," topical_anesthetic"," IMPC_EYE_044_001"
66120," Total WT females"," Total wild-type females"," IMPC_VIA_050_001"
66119," Total WT males"," Total wild-type males"," IMPC_VIA_049_001"
66128," Total WTs"," Total wild-type pups"," IMPC_VIA_058_001"
18106," Total activity  (no. of fine movement + no. of beam cuts)"," total_activity_no_of_fine_movement_no_of_beam_cuts_"," IMPC_CAL_007_001"
66126," Total anzygous females"," Total anzygous (i.e. no copies of gene as it is Y-chromosome) females"," IMPC_VIA_056_001"
52054," Total arm entries"," total_arm_entries"," IMPC_YMZ_002_001"
37385," Total bilirubin"," total_bilirubin"," IMPC_CBC_008_001"
37392," Total cholesterol"," total_cholesterol"," IMPC_CBC_015_001"
52098," Total distance travelled"," total_distance_travelled"," IMPC_LDT_015_001"
66132," Total females"," Total female pups"," IMPC_VIA_062_001"
18107," Total food intake"," total_food_intake"," IMPC_CAL_008_001"
66129," Total heterozygotes"," Total heterozygous pups"," IMPC_VIA_059_001"
66122," Total heterozygous females"," Total heterozygous females"," IMPC_VIA_052_001"
66121," Total heterozygous males"," Total heterozygous males"," IMPC_VIA_051_001"
66130," Total homozygotes"," Total homozygous pups"," IMPC_VIA_060_001"
66124," Total homozygous females"," Total homozygous males"," IMPC_VIA_054_001"
66123," Total homozygous males"," Total homozygous males"," IMPC_VIA_053_001"
27331," Total litters (Female Screen)"," total_litters_female_screen_"," IMPC_FER_012_001"
27327," Total litters (Male screen)"," total_litters_male_screen_"," IMPC_FER_008_001"
27323," Total litters (primary)"," total_litters_primary_"," IMPC_FER_004_001"
66131," Total males"," Total male pups"," IMPC_VIA_061_001"
27330," Total matings (Female Screen)"," total_matings_female_screen_"," IMPC_FER_011_001"
27326," Total matings (Male screen)"," total_matings_male_screen_"," IMPC_FER_007_001"
27322," Total matings (primary)"," total_matings_primary_"," IMPC_FER_003_001"
66125," Total of hemizygous males"," Total hemizygous males"," IMPC_VIA_055_001"
37383," Total protein"," total_protein"," IMPC_CBC_006_001"
66127," Total pups"," Total pups"," IMPC_VIA_057_001"
27324," Total pups with dissection (primary)"," total_pups_primary_"," IMPC_FER_005_001"
27332," Total pups/embryos (Female Screen)"," total_pups_embryos_female_screen_"," IMPC_FER_013_001"
27328," Total pups/embryos (Male Screen)"," total_pups_embryos_male_screen_"," IMPC_FER_009_001"
16859," Touch escape"," touch_escape"," IMPC_CSD_035_001"
27583," Trachea"," trachea"," IMPC_ALZ_016_001"
51611," Tracking Method"," tracking_method"," IMPC_FEA_067_001"
52076," Tracking equipment ID"," tracking_equipment_id"," IMPC_YMZ_024_001"
52077," Tracking equipment manufacturer"," tracking_equipment_manufacturer"," IMPC_YMZ_025_001"
52078," Tracking equipment model"," tracking_equipment_model"," IMPC_YMZ_026_001"
52069," Tracking method"," tracking_method"," IMPC_YMZ_017_001"
38129," Transfer arousal"," transfer_arousal"," IMPC_CSD_031_001"
37408," Transferrin"," transferrin"," IMPC_CBC_031_001"
52092," Transition"," transition"," IMPC_LDT_009_001"
38128," Tremor"," tremor"," IMPC_CSD_030_001"
27637," Trigeminal V nerve"," trigeminal_nerve"," IMPC_ALZ_070_001"
37394," Triglycerides"," triglycerides"," IMPC_CBC_017_001"
38135," Trunk curl"," trunk_curl"," IMPC_CSD_038_001"
16412," Type of analysis"," type_of_analysis"," IMPC_OFD_033_001"
37883," Type of kit"," type_of_kit"," IMPC_INS_002_001"
18307," Type of strip"," type_of_strip"," IMPC_IPG_007_001"
37401," UIBC (unsaturated iron binding capacity)"," uibc_unsaturated_iron_binding_capacity_"," IMPC_CBC_024_001"
19258," Ulna"," ulna"," IMPC_XRY_023_001"
40008," Umbilical cord morphology"," umbilical_cord_morphology"," IMPC_GPL_005_001"
38134," Unexpected behaviors"," unexpected_behaviors"," IMPC_CSD_037_001"
